descricao,Categoria,contagem
Industr.Impregnação Papel 80gr - Platina - Industr.Impregnação Papel 80gr - Unimetal 0851-2359 - Nome/Código Fornecedor: UNIMETAL 0851-2359 - Metalico Prateado,Papelaria,1
Industr.Impregnação Papel 80gr - Terrino - Industr.Impregnação Papel 80gr - 793 Grey - Nome/Código Fornecedor: 793 Grey - Gianduia,Embalagem,1
Industr.Impregnação Papel 80gr - Terrino - Industr.Impregnação Papel 80gr - 793 Grey - Nome/Código Fornecedor: 793 Grey - Gianduia,Papelaria,1
Industr.Impregnação Papel 90gr - Cobre. Industr.Impregnação Papel 90gr - Cobre,Embalagem,1
Industr.Impregnação Papel 90gr - Cobre. Industr.Impregnação Papel 90gr - Cobre,Papelaria,1
JUNTA DE PAPELAO HIDRAULICO NA1002 TEADIT 1500X3200X08MM,Embalagem,1
JUNTA DE PAPELAO HIDRAULICO NA1002 TEADIT 1500X3200X08MM,Papelaria,1
JUNTA DE PAPELÃO 1.6 SILENCIOSO GERADOR,Embalagem,1
JUNTA DE PAPELÃO 1.6 SILENCIOSO GERADOR,Papelaria,1
JUNTA DE PAPELÃO 1.6 X 800 X 800MM,Embalagem,1
JUNTA DE PAPELÃO 1.6 X 800 X 800MM,Papelaria,1
JUNTA DE PAPELÃO 1/16 X 1000,Embalagem,1
JUNTA DE PAPELÃO 1/16 X 1000,Papelaria,1
JUNTA DE PAPELÃO 1/16 X 1000 X 1200,Embalagem,1
JUNTA DE PAPELÃO 1/16 X 1000 X 1200,Papelaria,1
Junta vedação de papelão,Embalagem,1
Junta vedação de papelão,Papelaria,1
LUVA,Epi,3
LUVA,Hidráulico,6
LUVA PVC BOCAL 800MMX450MM DIREITA T9 1/2 HANDSCHUHE CA1171,Epi,1
LUVA PVC BOCAL 800MMX450MM DIREITA T9 1/2 HANDSCHUHE CA1171,Hidráulico,1
MELAMINE PAPER - FOLHAS DE PAPEL BASE 2765X1845MM PRODUTO/SERVIÇO: - UTILIZAÇÃO PADRÃO: TESTE EM ESPELHO DA SESA - DESCRIÇÃO COMPLEMENTAR: APLICACAO DIRETA,Embalagem,1
MELAMINE PAPER - FOLHAS DE PAPEL BASE 2765X1845MM PRODUTO/SERVIÇO: - UTILIZAÇÃO PADRÃO: TESTE EM ESPELHO DA SESA - DESCRIÇÃO COMPLEMENTAR: APLICACAO DIRETA,Papelaria,1
MP|Papel Base|1850|Alabama|70gr/m2|,Embalagem,1
MP|Papel Base|1850|Alabama|70gr/m2|,Papelaria,1
MP|Papel Base|1850|Alecrim|70gr/m2|,Embalagem,1
MP|Papel Base|1850|Alecrim|70gr/m2|,Papelaria,1
MP|Papel Base|1850|Amana|68gr/m2|. MP|Papel Base|1850|Amana|68gr/m2|,Embalagem,1
MP|Papel Base|1850|Amana|68gr/m2|. MP|Papel Base|1850|Amana|68gr/m2|,Papelaria,1
MP|Papel Base|1850|Andorra|75gr/m2|,Embalagem,1
MP|Papel Base|1850|Andorra|75gr/m2|,Papelaria,1
MP|Papel Base|1850|Antiqua|65gr/m2|,Embalagem,1
MP|Papel Base|1850|Antiqua|65gr/m2|,Papelaria,1
MP|Papel Base|1850|Antuerpia|65gr/m2|,Embalagem,1
MP|Papel Base|1850|Antuerpia|65gr/m2|,Papelaria,1
MP|Papel Base|1850|Araucaria|68gr/m2|. MP|Papel Base|1850|Araucaria|68gr/m2|,Embalagem,1
MP|Papel Base|1850|Araucaria|68gr/m2|. MP|Papel Base|1850|Araucaria|68gr/m2|,Papelaria,1
MP|Papel Base|1850|Areia|72-74gr/m2|,Embalagem,1
MP|Papel Base|1850|Areia|72-74gr/m2|,Papelaria,1
MP|Papel Base|1850|Azul Petróleo|72-74gr/m2|,Embalagem,1
MP|Papel Base|1850|Azul Petróleo|72-74gr/m2|,Papelaria,1
MP|Papel Base|1850|Baviera|70gr/m2|,Embalagem,1
MP|Papel Base|1850|Baviera|70gr/m2|,Papelaria,1
MP|Papel Base|1850|Berinjela|90gr/m2|,Embalagem,1
MP|Papel Base|1850|Berinjela|90gr/m2|,Papelaria,1
MP|Papel Base|1850|Bilbao|65gr/m2|,Embalagem,1
MP|Papel Base|1850|Bilbao|65gr/m2|,Papelaria,1
MP|Papel Base|1850|Branco|200gr/m2|.,Embalagem,1
MP|Papel Base|1850|Branco|200gr/m2|.,Papelaria,1
MP|Papel Base|1850|Bronze|65gr/m2|,Embalagem,1
MP|Papel Base|1850|Bronze|65gr/m2|,Papelaria,1
MP|Papel Base|1850|Canovas|70gr/m2|,Embalagem,1
MP|Papel Base|1850|Canovas|70gr/m2|,Papelaria,1
MP|Papel Base|1850|Capuccino|70gr/m2|,Embalagem,1
MP|Papel Base|1850|Capuccino|70gr/m2|,Papelaria,1
MP|Papel Base|1850|Caribe|70gr/m2|,Embalagem,1
MP|Papel Base|1850|Caribe|70gr/m2|,Papelaria,1
MP|Papel Base|1850|Carvalho Barcelona|70gr/m2|,Embalagem,1
MP|Papel Base|1850|Carvalho Barcelona|70gr/m2|,Papelaria,1
MP|Papel Base|1850|Carvalho Madri|70gr/m2|,Embalagem,1
MP|Papel Base|1850|Carvalho Madri|70gr/m2|,Papelaria,1
MP|Papel Base|1850|Carvalho Nassau|70gr/m2|,Embalagem,1
MP|Papel Base|1850|Carvalho Nassau|70gr/m2|,Papelaria,1
MP|Papel Base|1850|Cinza Urban|70gr/m2|,Embalagem,1
MP|Papel Base|1850|Cinza Urban|70gr/m2|,Papelaria,1
MP|Papel Base|1850|Cipres Baikal|65gr/m2|,Embalagem,1
MP|Papel Base|1850|Cipres Baikal|65gr/m2|,Papelaria,1
MP|Papel Base|1850|Cobre|80gr/m2| MP Papel Base Cobre 80gr/m2,Embalagem,1
MP|Papel Base|1850|Cobre|80gr/m2| MP Papel Base Cobre 80gr/m2,Papelaria,1
MP|Papel Base|1850|Cobre|90gr/m2|,Embalagem,1
MP|Papel Base|1850|Cobre|90gr/m2|,Papelaria,1
MP|Papel Base|1850|Corten|80gr/m2|,Embalagem,1
MP|Papel Base|1850|Corten|80gr/m2|,Papelaria,1
MP|Papel Base|1850|Cosmos|65gr/m2|,Embalagem,1
MP|Papel Base|1850|Cosmos|65gr/m2|,Papelaria,1
MP|Papel Base|1850|Cosmos|75gr/m2|,Embalagem,1
MP|Papel Base|1850|Cosmos|75gr/m2|,Papelaria,1
MP|Papel Base|1850|Curupixa|65gr/m2|,Embalagem,1
MP|Papel Base|1850|Curupixa|65gr/m2|,Papelaria,1
MP|Papel Base|1850|Elmo Blanco|65gr/m2|,Embalagem,1
MP|Papel Base|1850|Elmo Blanco|65gr/m2|,Papelaria,1
MP|Papel Base|1850|Elmo Blanco|75gr/m2|,Embalagem,1
MP|Papel Base|1850|Elmo Blanco|75gr/m2|,Papelaria,1
MP|Papel Base|1850|Fendi|70gr/m2|,Embalagem,1
MP|Papel Base|1850|Fendi|70gr/m2|,Papelaria,1
MP|Papel Base|1850|Fog|65gr/m2|,Embalagem,1
MP|Papel Base|1850|Fog|65gr/m2|,Papelaria,1
MP|Papel Base|1850|Fontana|70gr/m2|,Embalagem,1
MP|Papel Base|1850|Fontana|70gr/m2|,Papelaria,1
MP|Papel Base|1850|Freijó|72gr/m2|,Embalagem,1
MP|Papel Base|1850|Freijó|72gr/m2|,Papelaria,1
MP|Papel Base|1850|Fulgê|75gr/m2| MP|Papel Base|1850|Fulgê|80gr/m2|,Embalagem,1
MP|Papel Base|1850|Fulgê|75gr/m2| MP|Papel Base|1850|Fulgê|80gr/m2|,Papelaria,1
MP|Papel Base|1850|Grafite|70gr/m2|,Embalagem,1
MP|Papel Base|1850|Grafite|70gr/m2|,Papelaria,1
MP|Papel Base|1850|Hiper Preto|200gr/m2|.,Embalagem,1
MP|Papel Base|1850|Hiper Preto|200gr/m2|.,Papelaria,1
MP|Papel Base|1850|Ipe|65gr/m2|,Embalagem,1
MP|Papel Base|1850|Ipe|65gr/m2|,Papelaria,1
MP|Papel Base|1850|Jauzi|65gr/m2|,Embalagem,1
MP|Papel Base|1850|Jauzi|65gr/m2|,Papelaria,1
MP|Papel Base|1850|Linho|70gr/m2|,Embalagem,1
MP|Papel Base|1850|Linho|70gr/m2|,Papelaria,1
MP|Papel Base|1850|Lisboa|65gr/m2|,Embalagem,1
MP|Papel Base|1850|Lisboa|65gr/m2|,Papelaria,1
MP|Papel Base|1850|Mapel Arezzo|70gr/m2|,Embalagem,1
MP|Papel Base|1850|Mapel Arezzo|70gr/m2|,Papelaria,1
MP|Papel Base|1850|Marfim Turim|70gr/m2|,Embalagem,1
MP|Papel Base|1850|Marfim Turim|70gr/m2|,Papelaria,1
MP|Papel Base|1850|Marmo|65gr/m2|,Embalagem,1
MP|Papel Base|1850|Marmo|65gr/m2|,Papelaria,1
MP|Papel Base|1850|Marrocos|70gr/m2|,Embalagem,1
MP|Papel Base|1850|Marrocos|70gr/m2|,Papelaria,1
MP|Papel Base|1850|Milano|77gr/m2|,Embalagem,1
MP|Papel Base|1850|Milano|77gr/m2|,Papelaria,1
MP|Papel Base|1850|Nevada|70gr/m2|,Embalagem,1
MP|Papel Base|1850|Nevada|70gr/m2|,Papelaria,1
MP|Papel Base|1850|New Cherry|77gr/m2|,Embalagem,1
MP|Papel Base|1850|New Cherry|77gr/m2|,Papelaria,1
MP|Papel Base|1850|Niquel|70gr/m2|,Embalagem,1
MP|Papel Base|1850|Niquel|70gr/m2|,Papelaria,1
MP|Papel Base|1850|Nogal Champagne|70gr/m2|,Embalagem,1
MP|Papel Base|1850|Nogal Champagne|70gr/m2|,Papelaria,1
MP|Papel Base|1850|Nogal Malbec|70gr/m2|,Embalagem,1
MP|Papel Base|1850|Nogal Malbec|70gr/m2|,Papelaria,1
MP|Papel Base|1850|Nogal Sevilha|70gr/m2|,Embalagem,1
MP|Papel Base|1850|Nogal Sevilha|70gr/m2|,Papelaria,1
MP|Papel Base|1850|Onix|100gr/m2|,Embalagem,1
MP|Papel Base|1850|Onix|100gr/m2|,Papelaria,1
MP|Papel Base|1850|Ouro|65gr/m2|,Embalagem,1
MP|Papel Base|1850|Ouro|65gr/m2|,Papelaria,1
MP|Papel Base|1850|Paris|70gr/m2| MP Papel Base Paris 70gr/m2,Embalagem,1
MP|Papel Base|1850|Paris|70gr/m2| MP Papel Base Paris 70gr/m2,Papelaria,1
MP|Papel Base|1850|Pixel|65gr/m2|,Embalagem,1
MP|Papel Base|1850|Pixel|65gr/m2|,Papelaria,1
MP|Papel Base|1850|Porto|70gr/m2|,Embalagem,1
MP|Papel Base|1850|Porto|70gr/m2|,Papelaria,1
MP|Papel Base|1850|Pretoria|65gr/m2|,Embalagem,1
MP|Papel Base|1850|Pretoria|65gr/m2|,Papelaria,1
MP|Papel Base|1850|Preto|200gr/m2|.,Embalagem,1
MP|Papel Base|1850|Preto|200gr/m2|.,Papelaria,1
MP|Papel Base|1850|Quartzo|65gr/m2|,Embalagem,1
MP|Papel Base|1850|Quartzo|65gr/m2|,Papelaria,1
MP|Papel Base|1850|Quartzo|70gr/m2|,Embalagem,1
MP|Papel Base|1850|Quartzo|70gr/m2|,Papelaria,1
MP|Papel Base|1850|Rosa Milkshake|77gr/m2|,Embalagem,1
MP|Papel Base|1850|Rosa Milkshake|77gr/m2|,Papelaria,1
MP|Papel Base|1850|Santorini|70gr/m2|,Embalagem,1
MP|Papel Base|1850|Santorini|70gr/m2|,Papelaria,1
MP|Papel Base|1850|Savana|70gr/m2|,Embalagem,1
MP|Papel Base|1850|Savana|70gr/m2|,Papelaria,1
MP|Papel Base|1850|Saw Cut|65gr/m2|,Embalagem,1
MP|Papel Base|1850|Saw Cut|65gr/m2|,Papelaria,1
MP|Papel Base|1850|Sibéria|70gr/m2|,Embalagem,1
MP|Papel Base|1850|Sibéria|70gr/m2|,Papelaria,1
MP|Papel Base|1850|Tauari|65gr/m2|,Embalagem,1
MP|Papel Base|1850|Tauari|65gr/m2|,Papelaria,1
MP|Papel Base|1850|Tecido|68gr/m2|. MP|Papel Base|1850|Tecido|68gr/m2|,Embalagem,1
MP|Papel Base|1850|Tecido|68gr/m2|. MP|Papel Base|1850|Tecido|68gr/m2|,Papelaria,1
MP|Papel Base|1850|Teka Bianco|77gr/m2|,Embalagem,1
MP|Papel Base|1850|Teka Bianco|77gr/m2|,Papelaria,1
MP|Papel Base|1850|Tela|75gr/m2| MP|Papel Base|1850|Tela|80gr/m2|,Embalagem,1
MP|Papel Base|1850|Tela|75gr/m2| MP|Papel Base|1850|Tela|80gr/m2|,Papelaria,1
MP|Papel Base|1850|Terracota|65gr/m2|,Embalagem,1
MP|Papel Base|1850|Terracota|65gr/m2|,Papelaria,1
MP|Papel Base|1850|Tijolo|70gr/m2|,Embalagem,1
MP|Papel Base|1850|Tijolo|70gr/m2|,Papelaria,1
MP|Papel Base|1850|Vesuvio|65gr/m2|,Embalagem,1
MP|Papel Base|1850|Vesuvio|65gr/m2|,Papelaria,1
MP|Papel Base|1850|Wengue Natural|70gr/m2|,Embalagem,1
MP|Papel Base|1850|Wengue Natural|70gr/m2|,Papelaria,1
MP|Papel Base|1850|Ônix|80gr/m2|,Embalagem,1
MP|Papel Base|1850|Ônix|80gr/m2|,Papelaria,1
MP|Papel Base|1860|Mageo Carvalho|70gr/m2| - Nome/Código Fornecedor: Liam Imbuia 24021 - L 213820 - Mageo Carvalho,Embalagem,1
MP|Papel Base|1860|Mageo Carvalho|70gr/m2| - Nome/Código Fornecedor: Liam Imbuia 24021 - L 213820 - Mageo Carvalho,Papelaria,1
MP|Papel Base|1860|Mageo Imbuia|70gr/m2| - Nome/Código Fornecedor: Liam Imbuia 24021 - L 212015 - Mageo Imbuia,Embalagem,1
MP|Papel Base|1860|Mageo Imbuia|70gr/m2| - Nome/Código Fornecedor: Liam Imbuia 24021 - L 212015 - Mageo Imbuia,Papelaria,1
MP|Papel Base|1860|Pau Ferro|68gr/m2| MP|Papel Base|1850|Pau Ferro|68gr/m2|,Embalagem,1
MP|Papel Base|1860|Pau Ferro|68gr/m2| MP|Papel Base|1850|Pau Ferro|68gr/m2|,Papelaria,1
MP|Papel Base|1860|Tricotê|70gr/m2|. MP|Papel Base|1860|Tricotê|70gr/m2|,Embalagem,1
MP|Papel Base|1860|Tricotê|70gr/m2|. MP|Papel Base|1860|Tricotê|70gr/m2|,Papelaria,1
MP|Papel Base|1870|Cinza Perfeito|65gr/m2| - MP|Papel Base|1870|Fond 22-1118537-00|65gr/m2| - Nome/Código Fornecedor: Fond 22|1118537|00 - Cinza,Embalagem,1
MP|Papel Base|1870|Cinza Perfeito|65gr/m2| - MP|Papel Base|1870|Fond 22-1118537-00|65gr/m2| - Nome/Código Fornecedor: Fond 22|1118537|00 - Cinza,Papelaria,1
MP|Papel Impregnado|2455x1235|Branco Plus|75-80gr/m2|,Embalagem,1
MP|Papel Impregnado|2455x1235|Branco Plus|75-80gr/m2|,Papelaria,1
MP|Papel Impregnado|2464x1550|Branco - OBH|75-80gr/m2|,Embalagem,1
MP|Papel Impregnado|2464x1550|Branco - OBH|75-80gr/m2|,Papelaria,1
MP|Papel Impregnado|2750x1335|Gold|305gr/m2|,Embalagem,1
MP|Papel Impregnado|2750x1335|Gold|305gr/m2|,Papelaria,1
MP|Papel Impregnado|2750x1850|Antiqua|70gr/m2|Inspeção|,Embalagem,1
MP|Papel Impregnado|2750x1850|Antiqua|70gr/m2|Inspeção|,Papelaria,1
MP|Papel Impregnado|2750x1850|Antuerpia|65gr/m2|,Embalagem,1
MP|Papel Impregnado|2750x1850|Antuerpia|65gr/m2|,Papelaria,1
MP|Papel Impregnado|2750x1850|Areia|72-74gr/m2|,Embalagem,1
MP|Papel Impregnado|2750x1850|Areia|72-74gr/m2|,Papelaria,1
MP|Papel Impregnado|2750x1850|Arezzo|70gr/m2|Inspeção|,Embalagem,1
MP|Papel Impregnado|2750x1850|Arezzo|70gr/m2|Inspeção|,Papelaria,1
MP|Papel Impregnado|2750x1850|Argila|70gr/m2|Inspeção|,Embalagem,1
MP|Papel Impregnado|2750x1850|Argila|70gr/m2|Inspeção|,Papelaria,1
MP|Papel Impregnado|2750x1850|Atacama|70gr/m2|,Embalagem,1
MP|Papel Impregnado|2750x1850|Atacama|70gr/m2|,Papelaria,1
MP|Papel Impregnado|2750x1850|Aura|80gr/m2| - MP|Papel Impregnado|2750x1850|Unimetalic A221118571|80gr/m2| - Nome/Código Fornecedor: Uni Metalic A22|1118571|00 - Metalico Dourado,Embalagem,1
MP|Papel Impregnado|2750x1850|Aura|80gr/m2| - MP|Papel Impregnado|2750x1850|Unimetalic A221118571|80gr/m2| - Nome/Código Fornecedor: Uni Metalic A22|1118571|00 - Metalico Dourado,Papelaria,1
MP|Papel Impregnado|2750x1850|Avela|70gr/m2|IInpeção,Embalagem,1
MP|Papel Impregnado|2750x1850|Avela|70gr/m2|IInpeção,Papelaria,1
MP|Papel Impregnado|2750x1850|Azul Ardosia|70gr/m2| - MP|Papel Impregnado|2750x1850|Unique Colors L214163|70gr/m2| - Nome/Código Fornecedor: Unique Colors 6000 - L214163 - Azul,Embalagem,1
MP|Papel Impregnado|2750x1850|Azul Ardosia|70gr/m2| - MP|Papel Impregnado|2750x1850|Unique Colors L214163|70gr/m2| - Nome/Código Fornecedor: Unique Colors 6000 - L214163 - Azul,Papelaria,1
MP|Papel Impregnado|2750x1850|Barcelona|70gr/m2|Inspeção|,Embalagem,1
MP|Papel Impregnado|2750x1850|Barcelona|70gr/m2|Inspeção|,Papelaria,1
MP|Papel Impregnado|2750x1850|Bege Light|70gr/m2|,Embalagem,1
MP|Papel Impregnado|2750x1850|Bege Light|70gr/m2|,Papelaria,1
MP|Papel Impregnado|2750x1850|Bege Light|70gr/m2|Inspeção|,Embalagem,1
MP|Papel Impregnado|2750x1850|Bege Light|70gr/m2|Inspeção|,Papelaria,1
MP|Papel Impregnado|2750x1850|Bianco|77gr/m2|Inspeção|,Embalagem,1
MP|Papel Impregnado|2750x1850|Bianco|77gr/m2|Inspeção|,Papelaria,1
MP|Papel Impregnado|2750x1850|Bilbao|68gr/m2|IInpeção,Embalagem,1
MP|Papel Impregnado|2750x1850|Bilbao|68gr/m2|IInpeção,Papelaria,1
MP|Papel Impregnado|2750x1850|Branco Plus|70gr/m2|Inspeção|,Embalagem,1
MP|Papel Impregnado|2750x1850|Branco Plus|70gr/m2|Inspeção|,Papelaria,1
MP|Papel Impregnado|2750x1850|Bronze|65gr/m2|,Embalagem,1
MP|Papel Impregnado|2750x1850|Bronze|65gr/m2|,Papelaria,1
MP|Papel Impregnado|2750x1850|Canovas|70gr/m2|Inspeção,Embalagem,1
MP|Papel Impregnado|2750x1850|Canovas|70gr/m2|Inspeção,Papelaria,1
MP|Papel Impregnado|2750x1850|Carvalho Barcelona|70gr/m2|,Embalagem,1
MP|Papel Impregnado|2750x1850|Carvalho Barcelona|70gr/m2|,Papelaria,1
MP|Papel Impregnado|2750x1850|Carvalho Madri|70gr/m2|,Embalagem,1
MP|Papel Impregnado|2750x1850|Carvalho Madri|70gr/m2|,Papelaria,1
MP|Papel Impregnado|2750x1850|Caucareo|70gr/m2|Inspeção|,Embalagem,1
MP|Papel Impregnado|2750x1850|Caucareo|70gr/m2|Inspeção|,Papelaria,1
MP|Papel Impregnado|2750x1850|Champagne|70gr/m2|Inspeção,Embalagem,1
MP|Papel Impregnado|2750x1850|Champagne|70gr/m2|Inspeção,Papelaria,1
MP|Papel Impregnado|2750x1850|Cinza Perfeito|65gr/m2| - MP|Papel Impregnado|2750x1850|Fond 22-1118537-00|65gr/m2| - Nome/Código Fornecedor: Fond 22|1118537|00 - Cinza,Embalagem,1
MP|Papel Impregnado|2750x1850|Cinza Perfeito|65gr/m2| - MP|Papel Impregnado|2750x1850|Fond 22-1118537-00|65gr/m2| - Nome/Código Fornecedor: Fond 22|1118537|00 - Cinza,Papelaria,1
MP|Papel Impregnado|2750x1850|Cioccolato|70gr/m2|IInpeção,Embalagem,1
MP|Papel Impregnado|2750x1850|Cioccolato|70gr/m2|IInpeção,Papelaria,1
MP|Papel Impregnado|2750x1850|Cipres Baikal|70gr/m2|IInpeção,Embalagem,1
MP|Papel Impregnado|2750x1850|Cipres Baikal|70gr/m2|IInpeção,Papelaria,1
MP|Papel Impregnado|2750x1850|Cobre|100gr/m2|,Embalagem,1
MP|Papel Impregnado|2750x1850|Cobre|100gr/m2|,Papelaria,1
MP|Papel Impregnado|2750x1850|Cobre|70gr/m2|IInpeção,Embalagem,1
MP|Papel Impregnado|2750x1850|Cobre|70gr/m2|IInpeção,Papelaria,1
MP|Papel Impregnado|2750x1850|Curupixa Ripado|65gr/m2| - MP|Papel Impregnado|2750x1850|Curupixá A22D800140800|65gr/m2| - Nome/Código Fornecedor: Curupixá Slot A22D8001408|00 - Ripado Curupixa,Embalagem,1
MP|Papel Impregnado|2750x1850|Curupixa Ripado|65gr/m2| - MP|Papel Impregnado|2750x1850|Curupixá A22D800140800|65gr/m2| - Nome/Código Fornecedor: Curupixá Slot A22D8001408|00 - Ripado Curupixa,Papelaria,1
MP|Papel Impregnado|2750x1850|Curupixa|65gr/m2|,Embalagem,1
MP|Papel Impregnado|2750x1850|Curupixa|65gr/m2|,Papelaria,1
MP|Papel Impregnado|2750x1850|Diamante|70gr/m2|Inspeção,Embalagem,1
MP|Papel Impregnado|2750x1850|Diamante|70gr/m2|Inspeção,Papelaria,1
MP|Papel Impregnado|2750x1850|Erva Mate|70gr/m2| - MP|Papel Impregnado|2750x1850|Fond 1872841|70gr/m2| - Nome/Código Fornecedor: Fond 1872841 - Verde,Embalagem,1
MP|Papel Impregnado|2750x1850|Erva Mate|70gr/m2| - MP|Papel Impregnado|2750x1850|Fond 1872841|70gr/m2| - Nome/Código Fornecedor: Fond 1872841 - Verde,Papelaria,1
MP|Papel Impregnado|2750x1850|Fendi|70gr/m2|IInpeção,Embalagem,1
MP|Papel Impregnado|2750x1850|Fendi|70gr/m2|IInpeção,Papelaria,1
MP|Papel Impregnado|2750x1850|Floresta|80gr/m2| .,Embalagem,1
MP|Papel Impregnado|2750x1850|Floresta|80gr/m2| .,Papelaria,1
MP|Papel Impregnado|2750x1850|Fog|65gr/m2|,Embalagem,1
MP|Papel Impregnado|2750x1850|Fog|65gr/m2|,Papelaria,1
MP|Papel Impregnado|2750x1850|Freijo Ripado|69gr/m2| - Nome/Código Fornecedor: Taula T91-71195-017B - Freijó Ripado,Embalagem,1
MP|Papel Impregnado|2750x1850|Freijo Ripado|69gr/m2| - Nome/Código Fornecedor: Taula T91-71195-017B - Freijó Ripado,Papelaria,1
MP|Papel Impregnado|2750x1850|Gali|70gr/m2| - MP|Papel Impregnado|2750x1850|Trace T91-71029-039A|70gr/m2| - Nome/Código Fornecedor: Trace T91-71029-039A - Cometa,Embalagem,1
MP|Papel Impregnado|2750x1850|Gali|70gr/m2| - MP|Papel Impregnado|2750x1850|Trace T91-71029-039A|70gr/m2| - Nome/Código Fornecedor: Trace T91-71029-039A - Cometa,Papelaria,1
MP|Papel Impregnado|2750x1850|Gris|70gr/m2|Inspeção,Embalagem,1
MP|Papel Impregnado|2750x1850|Gris|70gr/m2|Inspeção,Papelaria,1
MP|Papel Impregnado|2750x1850|Ipe|65gr/m2|,Embalagem,1
MP|Papel Impregnado|2750x1850|Ipe|65gr/m2|,Papelaria,1
MP|Papel Impregnado|2750x1850|Jaspe|75gr/m2| - MP|Papel Impregnado|2750x1850|Trace T91-71029-038B|75gr/m2| - Nome/Código Fornecedor: Trace T91-71029-038B - Metalico Cobre,Embalagem,1
MP|Papel Impregnado|2750x1850|Jaspe|75gr/m2| - MP|Papel Impregnado|2750x1850|Trace T91-71029-038B|75gr/m2| - Nome/Código Fornecedor: Trace T91-71029-038B - Metalico Cobre,Papelaria,1
MP|Papel Impregnado|2750x1850|Jeans Blick|70gr/m2|IInpeção,Embalagem,1
MP|Papel Impregnado|2750x1850|Jeans Blick|70gr/m2|IInpeção,Papelaria,1
MP|Papel Impregnado|2750x1850|Jeans Blick|75gr/m2|,Embalagem,1
MP|Papel Impregnado|2750x1850|Jeans Blick|75gr/m2|,Papelaria,1
MP|Papel Impregnado|2750x1850|Linho|70gr/m2|Inspeção|,Embalagem,1
MP|Papel Impregnado|2750x1850|Linho|70gr/m2|Inspeção|,Papelaria,1
MP|Papel Impregnado|2750x1850|Madri|70gr/m2|Inspeção|,Embalagem,1
MP|Papel Impregnado|2750x1850|Madri|70gr/m2|Inspeção|,Papelaria,1
MP|Papel Impregnado|2750x1850|Mageo Carvalho|70gr/m2| - Nome/Código Fornecedor: Liam Imbuia 24021 - L 213820 - Mageo Carvalho,Embalagem,1
MP|Papel Impregnado|2750x1850|Mageo Carvalho|70gr/m2| - Nome/Código Fornecedor: Liam Imbuia 24021 - L 213820 - Mageo Carvalho,Papelaria,1
MP|Papel Impregnado|2750x1850|Mageo Imbuia|70gr/m2| - Nome/Código Fornecedor: Liam Imbuia 24021 - L 212015 - Mageo Imbuia,Embalagem,1
MP|Papel Impregnado|2750x1850|Mageo Imbuia|70gr/m2| - Nome/Código Fornecedor: Liam Imbuia 24021 - L 212015 - Mageo Imbuia,Papelaria,1
MP|Papel Impregnado|2750x1850|Mageo Mel|70gr/m2| - Nome/Código Fornecedor: Liam Imbuia 24021 - L 212014 - Mageo Mel,Embalagem,1
MP|Papel Impregnado|2750x1850|Mageo Mel|70gr/m2| - Nome/Código Fornecedor: Liam Imbuia 24021 - L 212014 - Mageo Mel,Papelaria,1
MP|Papel Impregnado|2750x1850|Malbec|70gr/m2|Inspeção|,Embalagem,1
MP|Papel Impregnado|2750x1850|Malbec|70gr/m2|Inspeção|,Papelaria,1
MP|Papel Impregnado|2750x1850|Mangue|75gr/m2| - MP|Papel Impregnado|2750x1850|Unicolor T91-8300-576C|75gr/m2| - Nome/Código Fornecedor: UNICOLOR T91-8300-576C - Cor Escura,Embalagem,1
MP|Papel Impregnado|2750x1850|Mangue|75gr/m2| - MP|Papel Impregnado|2750x1850|Unicolor T91-8300-576C|75gr/m2| - Nome/Código Fornecedor: UNICOLOR T91-8300-576C - Cor Escura,Papelaria,1
MP|Papel Impregnado|2750x1850|Maple Arezzo|70gr/m2|,Embalagem,1
MP|Papel Impregnado|2750x1850|Maple Arezzo|70gr/m2|,Papelaria,1
MP|Papel Impregnado|2750x1850|Maxi Branco|105gr/m2|,Embalagem,1
MP|Papel Impregnado|2750x1850|Maxi Branco|105gr/m2|,Papelaria,1
MP|Papel Impregnado|2750x1850|Milano|65gr/m2|IInpeção,Embalagem,1
MP|Papel Impregnado|2750x1850|Milano|65gr/m2|IInpeção,Papelaria,1
MP|Papel Impregnado|2750x1850|Nassau|70gr/m2|Inspeção|,Embalagem,1
MP|Papel Impregnado|2750x1850|Nassau|70gr/m2|Inspeção|,Papelaria,1
MP|Papel Impregnado|2750x1850|Natural|70gr/m2|Inspeção|,Embalagem,1
MP|Papel Impregnado|2750x1850|Natural|70gr/m2|Inspeção|,Papelaria,1
MP|Papel Impregnado|2750x1850|Neblina|200gr/m2|,Embalagem,1
MP|Papel Impregnado|2750x1850|Neblina|200gr/m2|,Papelaria,1
MP|Papel Impregnado|2750x1850|New Cherry|70gr/m2|IInpeção,Embalagem,1
MP|Papel Impregnado|2750x1850|New Cherry|70gr/m2|IInpeção,Papelaria,1
MP|Papel Impregnado|2750x1850|Noite|200gr/m2|,Embalagem,1
MP|Papel Impregnado|2750x1850|Noite|200gr/m2|,Papelaria,1
MP|Papel Impregnado|2750x1850|Nua|75gr/m2| - MP|Papel Impregnado|2750x1850|Trace T91-71029-037C|75gr/m2| - Nome/Código Fornecedor: Trace T91-71029-037C - Metalico Claro,Embalagem,1
